GROUP_EXPERIMENT,AB_GROUP,participant,PROLIFIC_PID,SOURCE_FILE,Trial,trial_rank,n_trials_participant,Choice,TrialDuration,Bus_cost,metro_cost,RH_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_travel_time,metro_Comfort,metro_CO2,RH_travel_time,RH_Comfort,RH_CO2,trial_101_200,NorTrial_pre,NorTrial_101_200,NorTrial_10
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,77,77,300,1,3.068,15,5,15,20,5,2,20,1,10,25,3,10,0,0.7676767676767676,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,78,78,300,1,1.1175,8,5,20,20,5,2,20,5,5,15,1,2,0,0.7777777777777778,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,79,79,300,2,1.199,8,8,15,10,5,5,10,1,5,15,1,2,0,0.7878787878787878,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,80,80,300,2,0.9828,8,8,15,30,3,10,10,5,2,25,1,2,0,0.797979797979798,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,81,81,300,2,9.0033,3,12,7,10,1,2,15,1,10,15,1,5,0,0.8080808080808081,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,82,82,300,2,0.6162,3,12,20,10,1,10,20,1,5,25,3,2,0,0.8181818181818182,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,83,83,300,2,1.2491,3,8,20,20,5,10,10,1,5,10,1,10,0,0.8282828282828283,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,84,84,300,2,1.2354,3,8,15,20,1,5,15,3,2,15,1,2,0,0.8383838383838383,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,85,85,300,2,0.6831,3,8,20,10,1,2,10,1,5,25,5,10,0,0.8484848484848485,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,86,86,300,2,61.9792,15,8,7,10,5,10,10,3,5,10,5,5,0,0.8585858585858586,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,87,87,300,2,1.3993,8,5,20,20,1,2,10,3,5,15,1,10,0,0.8686868686868687,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,88,88,300,2,1.3826,3,12,15,10,1,5,10,1,2,10,1,5,0,0.8787878787878788,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,89,89,300,2,0.6327,8,12,20,20,3,10,15,5,10,25,3,10,0,0.8888888888888888,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,90,90,300,2,0.6314,8,5,7,10,5,2,15,5,5,15,1,10,0,0.898989898989899,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,91,91,300,2,0.9836,15,8,15,10,1,2,10,3,2,10,5,10,0,0.9090909090909091,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,92,92,300,2,1.0655,3,12,15,30,1,10,20,1,10,15,1,10,0,0.9191919191919192,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,93,93,300,2,0.7515,15,5,7,20,3,2,10,5,10,10,5,10,0,0.9292929292929293,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,94,94,300,2,0.8012,8,12,20,20,3,5,15,3,2,15,3,2,0,0.9393939393939394,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,95,95,300,2,0.6335,15,12,15,10,5,10,20,5,5,25,1,2,0,0.9494949494949495,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,96,96,300,2,0.617,8,8,15,20,1,2,20,1,5,15,5,2,0,0.9595959595959596,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,97,97,300,2,0.8657,3,8,15,30,3,10,20,1,5,25,1,10,0,0.9696969696969697,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,98,98,300,2,0.6315,3,5,7,10,1,2,20,3,5,15,1,2,0,0.9797979797979798,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,99,99,300,2,0.8159,3,5,20,20,5,2,10,5,10,10,3,5,0,0.98989898989899,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,100,100,300,2,0.6332,15,5,15,10,3,10,20,1,2,15,1,5,0,1,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,101,101,300,2,0.8834,8,5,7,20,3,10,20,1,2,10,1,2,1,0,0,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,102,102,300,2,0.6335,15,8,20,30,5,10,15,3,2,15,1,5,1,0,0.010101010101010102,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,103,103,300,2,0.6331,3,5,7,30,3,2,20,3,5,15,1,2,1,0,0.020202020202020204,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,104,104,300,2,0.6179,8,5,20,30,1,10,20,5,10,10,5,2,1,0,0.030303030303030304,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,105,105,300,2,0.8982,8,8,15,20,1,2,15,1,5,10,3,5,1,0,0.04040404040404041,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,106,106,300,2,0.9663,8,8,7,20,1,10,20,5,2,10,1,5,1,0,0.050505050505050504,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,107,107,300,2,0.8333,8,5,7,20,1,5,20,3,10,25,5,10,1,0,0.06060606060606061,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,108,108,300,2,0.8837,8,12,7,20,5,2,20,1,10,25,5,5,1,0,0.0707070707070707,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,109,109,300,2,0.8157,3,5,7,30,5,5,15,5,2,10,3,5,1,0,0.08080808080808081,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,110,110,300,2,0.6174,8,5,7,30,1,10,15,3,10,15,3,2,1,0,0.09090909090909091,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,111,111,300,2,0.6168,8,12,20,30,1,10,20,1,2,15,5,2,1,0,0.10101010101010101,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,112,112,300,2,0.6314,8,8,7,20,3,2,20,3,10,10,1,5,1,0,0.1111111111111111,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,113,113,300,2,0.9337,3,12,20,10,3,10,20,1,10,10,5,10,1,0,0.12121212121212122,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,114,114,300,3,1.7156,15,5,15,30,3,10,15,5,10,15,5,5,1,0,0.13131313131313133,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,115,115,300,2,0.9316,15,12,7,20,1,5,15,3,2,10,1,10,1,0,0.1414141414141414,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,116,116,300,2,0.9161,8,8,20,20,1,2,15,5,2,10,5,5,1,0,0.15151515151515152,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,117,117,300,2,0.6509,8,8,7,30,3,10,10,1,2,10,1,10,1,0,0.16161616161616163,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,118,118,300,2,2.7514,3,8,15,20,5,2,10,5,5,15,1,2,1,0,0.1717171717171717,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,119,119,300,2,2.1327,3,5,7,30,1,2,15,1,10,25,3,10,1,0,0.18181818181818182,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,120,120,300,2,1.1167,3,5,7,30,5,2,20,3,5,25,3,5,1,0,0.1919191919191919,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,121,121,300,2,1.8332,8,8,7,20,1,10,20,3,5,25,1,10,1,0,0.20202020202020202,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,122,122,300,2,0.8993,15,12,15,10,1,2,10,5,10,10,3,5,1,0,0.21212121212121213,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,123,123,300,2,1.6011,3,5,20,10,3,10,20,5,10,15,5,5,1,0,0.2222222222222222,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,124,124,300,2,8.387,3,8,7,30,1,5,15,1,5,10,5,2,1,0,0.23232323232323232,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,125,125,300,2,0.9815,8,8,20,30,3,2,20,5,2,25,5,5,1,0,0.24242424242424243,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,126,126,300,2,1.55,15,8,15,10,1,10,10,3,10,15,5,10,1,0,0.25252525252525254,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,127,127,300,2,133.4473,3,5,7,10,1,2,10,3,10,10,5,10,1,0,0.26262626262626265,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,128,128,300,3,0.6332,15,12,7,20,5,2,15,1,10,15,1,10,1,0,0.2727272727272727,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,129,129,300,2,1.6499,8,8,7,20,3,2,10,3,10,25,3,5,1,0,0.2828282828282828,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,130,130,300,2,1.6028,15,12,20,20,1,2,15,1,10,10,1,10,1,0,0.29292929292929293,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,131,131,300,2,1.0831,15,8,15,30,1,5,10,5,10,25,1,10,1,0,0.30303030303030304,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,132,132,300,2,1.5316,15,8,20,30,5,10,20,5,10,10,3,2,1,0,0.31313131313131315,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,133,133,300,2,0.952,8,12,15,20,5,10,10,5,5,25,3,5,1,0,0.32323232323232326,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,134,134,300,2,0.9346,3,12,7,10,3,5,20,3,10,25,3,10,1,0,0.3333333333333333,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,135,135,300,2,0.6341,3,5,20,20,5,5,10,3,2,25,5,10,1,0,0.3434343434343434,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,136,136,300,2,1.1313,3,8,20,30,3,10,20,3,10,25,3,10,1,0,0.35353535353535354,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,137,137,300,2,0.633,3,12,15,30,3,5,10,1,2,15,1,2,1,0,0.36363636363636365,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,138,138,300,2,0.6173,3,5,15,30,1,2,15,5,5,25,3,5,1,0,0.37373737373737376,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,139,139,300,2,1.6019,15,8,7,30,3,10,20,5,2,15,3,10,1,0,0.3838383838383838,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,140,140,300,2,0.6848,15,5,15,30,5,5,10,5,2,10,5,5,1,0,0.3939393939393939,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,141,141,300,2,1.3665,3,12,7,30,3,5,15,3,2,10,3,2,1,0,0.40404040404040403,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,142,142,300,2,1.7992,15,12,7,10,1,10,15,5,5,10,1,10,1,0,0.41414141414141414,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,143,143,300,2,0.6175,15,5,20,30,1,10,10,1,5,15,5,2,1,0,0.42424242424242425,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,144,144,300,2,0.6832,3,8,20,30,5,2,20,1,2,15,5,5,1,0,0.43434343434343436,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,145,145,300,2,0.6812,15,8,20,30,1,2,15,5,10,15,3,5,1,0,0.4444444444444444,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,146,146,300,2,1.3695,15,12,20,20,1,10,10,5,2,10,3,10,1,0,0.45454545454545453,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,147,147,300,2,1.666,3,5,15,20,5,5,15,5,5,15,3,10,1,0,0.46464646464646464,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,148,148,300,2,0.9982,3,5,20,10,3,10,15,3,10,15,1,5,1,0,0.47474747474747475,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,149,149,300,2,1.6327,8,5,7,30,1,10,15,5,5,15,1,2,1,0,0.48484848484848486,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,150,150,300,2,1.4495,15,5,15,30,3,5,10,3,5,15,3,2,1,0,0.494949494949495,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,151,151,300,2,0.8496,15,5,20,20,5,5,15,1,10,10,5,10,1,0,0.5050505050505051,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,152,152,300,2,1.368,15,8,7,10,3,2,20,1,2,10,3,2,1,0,0.5151515151515151,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,153,153,300,2,1.4837,3,12,15,30,1,2,10,1,2,25,3,2,1,0,0.5252525252525253,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,154,154,300,2,1.0027,15,5,20,20,1,2,20,1,2,25,5,2,1,0,0.5353535353535354,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,155,155,300,2,1.1015,15,12,15,10,3,10,15,3,10,15,1,5,1,0,0.5454545454545454,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,156,156,300,2,1.0329,15,12,15,20,3,2,15,1,10,15,5,2,1,0,0.5555555555555556,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,157,157,300,2,0.9152,15,8,20,30,3,5,20,3,10,10,5,5,1,0,0.5656565656565656,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,158,158,300,2,1.0173,8,12,15,30,3,10,20,1,2,15,5,10,1,0,0.5757575757575758,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,159,159,300,2,1.1499,3,12,20,10,3,2,10,5,2,10,3,5,1,0,0.5858585858585859,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,160,160,300,2,0.9515,3,5,15,20,5,10,20,3,5,25,5,10,1,0,0.5959595959595959,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,161,161,300,2,0.9009,8,12,15,30,5,5,15,1,2,15,1,2,1,0,0.6060606060606061,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,162,162,300,2,0.9156,3,8,15,10,1,2,10,5,10,25,1,5,1,0,0.6161616161616161,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,163,163,300,2,1.266,3,8,15,30,3,2,10,1,10,15,3,5,1,0,0.6262626262626263,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,164,164,300,2,0.9834,8,12,15,30,5,10,15,5,5,15,3,2,1,0,0.6363636363636364,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,165,165,300,2,0.7171,3,8,7,20,3,10,10,5,5,25,5,10,1,0,0.6464646464646465,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,166,166,300,2,0.633,3,5,7,10,5,10,20,5,5,25,3,10,1,0,0.6565656565656566,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,167,167,300,2,0.6677,8,5,20,10,1,2,10,3,10,15,5,10,1,0,0.6666666666666666,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,168,168,300,2,1.0325,3,12,15,20,1,5,20,3,2,25,1,5,1,0,0.6767676767676768,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,169,169,300,2,0.9337,15,5,20,10,3,5,15,3,10,25,5,2,1,0,0.6868686868686869,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,170,170,300,2,0.6152,8,8,15,20,1,2,10,3,10,10,3,5,1,0,0.696969696969697,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,171,171,300,3,0.7461,3,5,7,10,1,5,20,3,2,25,3,10,1,0,0.7070707070707071,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,172,172,300,2,1.3174,3,5,15,10,1,5,15,1,5,10,5,2,1,0,0.7171717171717171,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,173,173,300,2,0.9817,8,5,7,10,1,5,20,1,2,15,3,10,1,0,0.7272727272727273,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,174,174,300,2,0.752,3,12,15,10,3,2,10,1,5,25,1,2,1,0,0.7373737373737373,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,175,175,300,2,0.6029,15,12,7,10,5,5,15,3,5,25,1,2,1,0,0.7474747474747475,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,176,176,300,2,0.6173,3,12,7,10,5,5,20,3,2,10,3,10,1,0,0.7575757575757576,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,177,177,300,2,0.6319,15,5,20,20,1,10,20,3,5,10,5,2,1,0,0.7676767676767676,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,178,178,300,2,0.7149,15,12,7,20,1,2,15,1,2,25,3,2,1,0,0.7777777777777778,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,179,179,300,2,0.6163,3,5,7,30,1,10,10,3,2,15,1,2,1,0,0.7878787878787878,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,180,180,300,2,0.6982,15,8,15,10,5,10,10,3,5,15,1,10,1,0,0.797979797979798,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,181,181,300,2,0.8664,15,8,15,30,1,2,10,1,5,25,1,10,1,0,0.8080808080808081,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,182,182,300,2,0.933,8,8,15,10,3,5,20,3,10,25,1,2,1,0,0.8181818181818182,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,183,183,300,2,0.6327,15,12,7,10,1,5,10,1,5,10,5,5,1,0,0.8282828282828283,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,184,184,300,2,0.9345,8,12,15,20,3,10,20,1,10,25,1,2,1,0,0.8383838383838383,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,185,185,300,2,0.6329,3,12,15,10,3,5,15,1,5,25,1,5,1,0,0.8484848484848485,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,186,186,300,2,0.6169,8,12,20,20,1,2,15,5,2,25,1,5,1,0,0.8585858585858586,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,187,187,300,2,0.6335,8,8,20,10,1,10,15,1,5,15,5,10,1,0,0.8686868686868687,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,188,188,300,2,0.7144,3,8,20,10,5,5,20,5,10,25,1,10,1,0,0.8787878787878788,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,189,189,300,2,1.1484,15,5,7,30,3,2,20,1,10,25,3,5,1,0,0.8888888888888888,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,190,190,300,2,0.7984,8,8,15,20,1,10,10,3,5,25,3,2,1,0,0.898989898989899,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,191,191,300,2,0.7339,15,5,15,10,5,2,15,3,2,25,3,2,1,0,0.9090909090909091,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,192,192,300,2,0.8818,3,5,15,10,5,10,10,3,5,15,1,2,1,0,0.9191919191919192,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,193,193,300,2,0.717,8,8,20,20,5,10,10,3,5,15,1,10,1,0,0.9292929292929293,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,194,194,300,2,0.7844,8,12,20,20,3,5,10,1,2,10,1,2,1,0,0.9393939393939394,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,195,195,300,3,0.6157,8,5,20,20,3,5,20,5,10,15,1,2,1,0,0.9494949494949495,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,196,196,300,3,0.7995,3,8,20,30,3,2,10,5,2,10,3,10,1,0,0.9595959595959596,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,197,197,300,3,0.7664,8,12,7,20,3,10,20,5,5,10,3,2,1,0,0.9696969696969697,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,198,198,300,3,0.8497,8,8,20,10,1,10,15,1,2,15,3,10,1,0,0.9797979797979798,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,199,199,300,3,0.6833,8,12,7,20,3,10,20,1,2,15,3,5,1,0,0.98989898989899,0
BAB_5,AB_5,6,5e909d6c5321c13abee11725,230_5e909d6c5321c13abee11725.csv,200,200,300,3,0.7163,8,8,15,20,1,2,15,5,2,25,5,10,1,0,1,0
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,1,1,300,2,78.7428,8,5,20,20,5,10,10,3,2,10,1,5,0,0,0,0
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,2,2,300,1,44.4018,3,8,15,20,3,5,10,3,10,10,5,5,0,0.010101010101010102,0,0.1111111111111111
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,3,3,300,1,33.2565,8,5,15,20,3,2,10,3,10,15,3,2,0,0.020202020202020204,0,0.2222222222222222
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,4,4,300,2,15.4602,8,5,7,10,1,5,15,1,2,25,1,5,0,0.030303030303030304,0,0.3333333333333333
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,5,5,300,3,16.261,15,12,7,30,5,5,15,5,2,10,1,10,0,0.04040404040404041,0,0.4444444444444444
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,6,6,300,1,24.8592,3,12,15,20,3,2,20,5,2,25,1,2,0,0.050505050505050504,0,0.5555555555555556
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,7,7,300,2,14.424,15,5,20,20,3,5,20,3,10,25,5,10,0,0.06060606060606061,0,0.6666666666666666
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,8,8,300,2,15.7298,3,5,7,30,5,2,10,1,2,25,5,2,0,0.0707070707070707,0,0.7777777777777778
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,9,9,300,3,25.6265,3,12,15,10,5,10,15,5,2,25,1,2,0,0.08080808080808081,0,0.8888888888888888
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,10,10,300,2,14.2225,15,8,15,30,5,5,10,3,2,15,3,2,0,0.09090909090909091,0,1
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,11,11,300,3,18.7058,15,12,7,10,3,10,10,3,10,25,1,10,0,0.10101010101010101,0,0
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,12,12,300,2,37.3797,15,12,20,20,3,5,20,3,10,10,5,10,0,0.1111111111111111,0,0
BAB_5,AB_5,7,5e9fd8c26fae5918240e617e,227_5e9fd8c26fae5918240e617e.csv,13,13,300,1,17.5606,8,12,15,10,1,10,15,3,5,15,5,5,0,0.12121212121212122,0,0
